words;T1;T2;T3;T4;T5;T6;T7
sont;1,35E-06;6,62E-06;7,91E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
inch;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
trap;1,22E-05;0,000152321;1,58E-05;5,85E-05;1,79E-05;1,99E-05;0,000413575
bass;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
cukh;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
giss;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
adni;6,77E-06;6,62E-06;1,58E-05;8,02E-05;1,79E-05;1,99E-05;7,80E-06
ncsa;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
half;0,000158524;1,99E-05;1,58E-05;0,000140874;1,79E-05;1,99E-05;0,000476001
sick;4,47E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
csnn;1,35E-06;6,62E-06;0,000174064;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fist;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
bund;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
skil;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
imid;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
uwot;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
aaii;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
mecp;1,35E-06;7,28E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fair;0,000180202;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rban;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
samp;1,35E-06;6,62E-06;1,58E-05;2,82E-05;1,79E-05;1,99E-05;7,80E-06
mesc;1,35E-06;6,62E-06;1,58E-05;6,50E-06;0,000267862;1,99E-05;7,80E-06
bode;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
scci;1,76E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rygb;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
mito;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
mfsa;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dsdm;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
shaw;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
aura;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
tcad;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
milk;2,03E-05;0,000245038;1,58E-05;0,000214562;1,79E-05;5,97E-05;0,000600854
view;0,000976887;6,62E-06;1,58E-05;8,45E-05;1,79E-05;1,99E-05;7,80E-06
sail;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ctfs;1,35E-06;4,64E-05;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
wrap;1,35E-06;1,99E-05;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
tien;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
cyan;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
cape;2,85E-05;1,99E-05;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
herp;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
plow;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
eden;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rsfc;4,06E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
vote;0,000174783;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mcdm;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
jose;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hoar;1,35E-06;6,62E-06;7,91E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
ybco;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
zfvc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
alon;0,000207301;0,000139076;1,58E-05;0,000140874;1,79E-05;1,99E-05;0,000148263
sapp;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hung;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lcvd;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
adrd;3,12E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lcpd;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
celf;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
wine;1,35E-06;4,64E-05;1,58E-05;1,08E-05;1,79E-05;1,99E-05;0,000491608
hull;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
term;0,001093409;0,000682133;4,75E-05;0,000669694;1,79E-05;1,99E-05;5,46E-05
miso;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sscs;1,35E-06;6,62E-06;1,58E-05;4,12E-05;1,79E-05;1,99E-05;7,80E-06
hall;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
chub;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
mehp;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000850559
myog;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
oltc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
badd;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mdma;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
imdc;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
zinc;1,35E-06;0,000298019;1,58E-05;0,000106197;1,79E-05;0,000219058;0,000257509
ampt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
turn;0,000288595;3,31E-05;1,58E-05;5,42E-05;1,79E-05;1,99E-05;7,80E-06
coal;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000101443
tcep;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
weno;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
durk;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rule;0,000166653;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
nicu;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
wage;2,03E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pdes;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
snap;1,35E-06;3,31E-05;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
igbt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
upmt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
xfel;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nwds;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
aorn;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
alam;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
atac;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ragw;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
arch;4,06E-06;6,62E-06;0,000142416;2,17E-06;0,000553581;1,99E-05;7,80E-06
wrpa;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
kras;1,35E-06;6,62E-06;1,58E-05;0,000153878;1,79E-05;1,99E-05;7,80E-06
mfzs;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
qual;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dire;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
hyav;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
mypn;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
buoy;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
uspa;1,35E-06;6,62E-06;7,91E-05;7,15E-05;1,79E-05;1,99E-05;7,80E-06
srrm;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
morn;1,76E-05;1,99E-05;1,58E-05;3,25E-05;1,79E-05;1,99E-05;7,02E-05
fibc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
liga;1,35E-06;6,62E-06;1,58E-05;2,38E-05;1,79E-05;1,99E-05;7,80E-06
thdp;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mard;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
toqu;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
carp;1,35E-06;5,96E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,02E-05
lcis;1,35E-06;6,62E-06;1,58E-05;5,85E-05;1,79E-05;1,99E-05;7,80E-06
ewss;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
comt;2,03E-05;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
bide;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
bash;9,48E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sstp;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
cdms;1,35E-06;6,62E-06;0,000142416;2,17E-06;1,79E-05;1,99E-05;7,80E-06
metr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
msma;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nacc;1,35E-06;5,96E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lime;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;0,000117049
fqlp;2,03E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rcdw;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tuff;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;9,96E-05;7,80E-06
epha;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
rbfn;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
apdo;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
dcnn;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tori;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
pskr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
domu;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lnee;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
isca;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
aiia;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
asab;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
olpt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ebpc;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
ebic;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
gill;4,06E-06;0,000430472;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,02E-05
saiy;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
trpa;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
exam;5,83E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mpws;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ilam;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
mast;1,35E-06;3,31E-05;1,58E-05;0,000257908;1,79E-05;1,99E-05;7,80E-06
rflp;1,35E-06;6,62E-06;1,58E-05;3,25E-05;1,79E-05;1,99E-05;7,80E-06
tnep;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
armi;1,22E-05;6,62E-06;0,000300657;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ftms;1,49E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
bref;1,22E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mcrf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
welt;4,06E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
meca;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
pact;1,76E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nilt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
xxyy;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
pird;1,49E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
htrf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
rate;0,002123137;0,000112585;1,58E-05;0,000821404;1,79E-05;1,99E-05;0,001459216
qeeg;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
halv;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
scas;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dbps;1,35E-06;3,31E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;3,90E-05
ipca;1,35E-06;6,62E-06;1,58E-05;2,17E-06;5,36E-05;1,99E-05;7,80E-06
gvgd;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
bipe;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tyro;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
metk;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;0,000117049
pisa;1,49E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
tool;0,000470152;6,62E-06;1,58E-05;0,000500645;1,79E-05;1,99E-05;7,80E-06
wive;1,49E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hint;2,57E-05;7,28E-05;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
date;0,000180202;1,99E-05;1,58E-05;0,000292585;1,79E-05;1,99E-05;5,46E-05
wcbf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
sdcs;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
juma;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fuzz;1,35E-06;6,62E-06;4,75E-05;2,17E-06;0,000160717;1,99E-05;7,80E-06
gage;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
amdd;1,76E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
orag;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
mdga;1,35E-06;6,62E-06;0,000142416;2,17E-06;1,79E-05;1,99E-05;7,80E-06
drwh;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
clad;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
csos;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
qpcr;1,35E-06;4,64E-05;1,58E-05;0,000119201;1,79E-05;1,99E-05;5,46E-05
tuva;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
hpas;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
coli;1,35E-06;0,000258283;1,58E-05;0,000123536;1,79E-05;1,99E-05;0,000241902
vane;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hras;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
bdfm;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
fcsa;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
talt;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mmhg;1,35E-06;6,62E-06;1,58E-05;1,08E-05;0,000267862;1,99E-05;7,80E-06
chao;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
lmps;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
calf;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
maqu;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pole;3,66E-05;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
sram;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pfbs;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
mbta;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pctp;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
ppda;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
cbma;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dust;1,76E-05;6,62E-06;1,58E-05;0,000106197;1,79E-05;1,99E-05;0,000397968
wear;9,35E-05;6,62E-06;0,000237361;6,50E-06;1,79E-05;1,99E-05;7,80E-06
cach;4,06E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
libr;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
guha;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mgnh;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pnpi;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pwid;4,74E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
deem;2,57E-05;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
pche;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
four;0,000749263;0,000245038;1,58E-05;0,000561329;1,79E-05;5,97E-05;0,00066328
ghvs;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
shps;1,49E-05;6,62E-06;1,58E-05;2,17E-06;8,93E-05;1,99E-05;7,80E-06
apso;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
qmra;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;5,46E-05
ppre;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
peck;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ppcc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
amsr;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
qpcs;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
muta;1,35E-06;1,99E-05;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
aria;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
also;0,002686777;0,002788135;1,58E-05;0,002928013;1,79E-05;1,99E-05;0,000834953
coin;9,48E-06;6,62E-06;4,75E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
aziz;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
slag;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;5,97E-05;7,80E-06
ighv;1,35E-06;6,62E-06;1,58E-05;1,08E-05;1,79E-05;1,99E-05;7,80E-06
rmdq;1,35E-06;6,62E-06;4,75E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ider;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dbrc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
worn;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
btfs;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
dcmd;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pamp;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
mnps;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;3,90E-05
ephx;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
fuco;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
lion;1,35E-06;6,62E-06;0,000458897;1,52E-05;5,36E-05;1,99E-05;7,80E-06
ncfb;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
fmos;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;2,34E-05
dnet;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
plos;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
sino;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
mere;0,000112457;6,62E-06;1,58E-05;2,82E-05;1,79E-05;1,99E-05;7,80E-06
thtf;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
ball;6,37E-05;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
isfc;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
pool;2,85E-05;5,96E-05;1,58E-05;0,000171216;1,79E-05;1,99E-05;0,000179476
stud;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
cpld;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
decm;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
vegf;1,35E-06;0,000152321;1,58E-05;0,000132205;1,79E-05;1,99E-05;7,80E-06
sidh;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
imai;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
cpap;1,35E-06;6,62E-06;1,58E-05;1,95E-05;1,79E-05;1,99E-05;7,80E-06
riva;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
nirf;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
npps;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
chez;4,06E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
kpca;1,35E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
iiia;1,35E-06;6,62E-06;1,58E-05;1,52E-05;1,79E-05;1,99E-05;7,80E-06
abat;4,06E-06;0,000112585;1,58E-05;1,08E-05;1,79E-05;1,99E-05;3,90E-05
fcms;6,77E-06;6,62E-06;1,58E-05;2,17E-06;1,79E-05;1,99E-05;7,80E-06
hira;1,35E-06;6,62E-06;1,58E-05;6,50E-06;1,79E-05;1,99E-05;7,80E-06
