words;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;T12;T13;T14
kjiv;5,17E-07;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
pena;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;0,000209538;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
moto;5,17E-07;2,23E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;2,41E-05;1,37E-06;2,20E-06;2,62E-06;1,22E-05
prez;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
cruz;1,60E-05;1,39E-06;4,28E-06;3,31E-05;1,24E-06;1,69E-05;2,63E-06;3,91E-06;3,64E-05;4,02E-06;8,23E-06;2,20E-06;2,62E-06;4,27E-05
eduu;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,51E-05;2,20E-06;2,62E-06;7,32E-05
smcm;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
htsa;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;5,50E-05;2,03E-06
mcnc;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;6,82E-05;2,62E-06;2,03E-06
yuck;5,17E-07;1,39E-06;4,28E-06;2,67E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;2,03E-06
hugo;3,10E-06;8,37E-06;4,28E-06;1,40E-05;1,24E-06;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
njit;1,60E-05;5,72E-05;4,28E-06;1,27E-06;1,24E-06;1,69E-05;2,63E-06;8,20E-05;0,000174904;4,02E-06;8,23E-06;2,20E-06;2,62E-06;1,22E-05
xlib;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,43E-05;0,000618957;2,20E-06;0,001195297;2,03E-06
cstp;5,17E-07;3,63E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hiwi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
tnet;1,09E-05;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
bloc;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
duan;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000335997;2,77E-05;2,41E-05;1,37E-06;1,32E-05;2,62E-06;1,22E-05
orar;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hurl;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,98E-05;4,52E-05;2,63E-06;4,30E-05;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
edip;5,17E-07;1,39E-06;4,28E-06;1,27E-06;3,22E-05;2,82E-06;4,21E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
nuff;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
xdvi;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;0,000120578;2,03E-06
calm;1,34E-05;1,53E-05;4,28E-06;1,40E-05;0,000384851;5,93E-05;1,58E-05;2,34E-05;2,77E-05;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
risp;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;5,37E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
rise;0,000186711;1,39E-06;4,28E-06;2,04E-05;0,000137358;0,000129813;0,000252379;0,000179719;6,23E-05;4,02E-06;1,37E-06;6,82E-05;2,62E-06;1,22E-05
meek;1,60E-05;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ingr;3,15E-05;1,39E-06;4,28E-06;5,86E-05;1,24E-06;0,000186254;2,63E-06;0,002230861;7,97E-05;4,02E-06;2,20E-05;2,20E-06;2,62E-06;2,03E-06
owen;8,28E-06;3,63E-05;2,57E-05;1,27E-06;7,55E-05;2,82E-06;2,63E-06;8,20E-05;0,000122952;4,02E-06;4,94E-05;3,52E-05;0,000212323;1,22E-05
eren;5,17E-07;1,39E-06;4,28E-06;1,27E-06;4,45E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ncsc;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;3,57E-05;3,52E-05;2,62E-06;2,03E-06
kock;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;4,27E-05
cart;5,17E-07;0,00011996;4,28E-06;2,67E-05;6,31E-05;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;3,25E-05
gita;2,12E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
usus;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
howw;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hans;1,86E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,20E-05;2,20E-06;2,62E-06;1,22E-05
tsay;3,10E-06;8,37E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;1,58E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ralf;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;7,32E-05
shan;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;2,41E-05;1,37E-06;2,20E-06;2,62E-06;3,25E-05
abod;1,60E-05;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
warm;2,90E-05;4,32E-05;4,28E-06;0,0001095;1,98E-05;0,000539007;0,000278669;2,34E-05;0,000105635;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
reza;3,10E-06;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;0,000165023;1,37E-06;2,20E-06;2,62E-06;4,27E-05
till;7,03E-05;7,11E-05;4,28E-06;7,13E-05;0,000100235;3,10E-05;1,58E-05;4,30E-05;4,50E-05;0,000185148;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bark;5,17E-07;1,39E-06;4,28E-06;8,40E-05;5,07E-05;2,82E-06;2,89E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
smyx;5,17E-07;1,39E-06;8,98E-05;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
main;0,000191883;0,000559349;4,28E-06;0,000217726;0,000316791;0,000313245;0,000462695;0,000218788;0,000503931;2,41E-05;0,000392509;0,000387277;0,001287042;0,000378356
byte;5,17E-07;0,000712786;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;0,003505735;0,000358199;2,20E-06;0,000264748;0,000286819
inch;1,09E-05;0,000475656;4,28E-06;0,00021136;7,42E-06;8,75E-05;0,000107787;0,000121115;7,10E-05;4,02E-06;0,000131751;2,20E-06;6,82E-05;2,03E-06
trap;5,48E-05;1,53E-05;4,28E-06;0,000115866;0,00015592;7,34E-05;2,63E-06;0,000218788;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;5,29E-05
bass;5,17E-07;4,32E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;1,58E-05;0,00010158;4,50E-05;4,02E-06;8,37E-05;2,20E-06;2,62E-06;5,29E-05
alow;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;1,69E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ncsa;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;0,000337613;2,20E-06;2,62E-06;5,29E-05
hupp;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;0,000174939
half;0,000140163;0,000280372;4,28E-06;0,000198627;0,000378664;0,000299135;0,000659866;0,000589947;0,000400028;0,000144898;0,000111165;0,000431286;5,50E-05;0,000113914
sick;0,000147921;2,93E-05;4,28E-06;0,000746126;8,79E-05;0,000158034;2,63E-06;3,91E-06;0,000226856;4,02E-06;1,37E-06;0,000266253;2,62E-06;2,03E-06
fist;1,34E-05;1,39E-06;4,28E-06;7,64E-06;4,45E-05;0,000129813;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,51E-05;2,20E-06;2,62E-06;2,03E-06
ling;3,10E-06;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;2,24E-05
bund;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,98E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
atas;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,36E-05;2,82E-06;4,21E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
beso;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
fair;0,000406523;0,000266423;4,28E-06;0,000459644;1,24E-06;0,000341465;0,000186655;6,25E-05;0,000495272;0,000165023;0,000138613;0,000123225;0,000277854;0,000174939
clod;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bode;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;5,93E-05;4,21E-05;2,34E-05;1,90E-05;4,02E-06;8,23E-06;2,20E-06;2,62E-06;2,03E-06
veal;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
gfci;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;0,000671044;2,03E-06
bogg;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;0,000529907;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ohip;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;7,92E-05;2,62E-06;2,03E-06
prnt;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;7,34E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jbig;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;0,000185148;1,37E-06;2,20E-06;2,62E-06;2,03E-06
shaw;3,10E-06;0,000106011;4,28E-06;7,64E-06;0,000230168;2,82E-06;9,46E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;4,62E-05;2,88E-05;1,22E-05
aura;3,10E-06;1,39E-06;4,28E-06;3,31E-05;1,24E-06;2,82E-06;2,63E-06;0,000648552;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sank;7,03E-05;1,39E-06;2,57E-05;1,27E-06;1,24E-06;2,82E-06;1,58E-05;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
milk;1,09E-05;1,39E-06;4,28E-06;0,000134965;2,60E-05;2,82E-06;2,63E-06;2,34E-05;1,73E-06;2,41E-05;1,37E-06;0,000343268;2,62E-06;2,03E-06
view;0,001552132;0,00030827;4,28E-06;0,00021136;0,000335352;0,000129813;0,000370682;2,34E-05;7,10E-05;0,002720869;0,001071853;0,000178235;2,62E-06;0,000703824
stgt;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
ason;5,69E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
sail;5,17E-07;1,39E-06;4,28E-06;1,27E-06;7,42E-06;0,001286845;0,000331248;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
foti;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;0,000152338;2,20E-06;2,62E-06;2,03E-06
wrap;1,86E-05;1,39E-06;4,28E-06;3,95E-05;5,07E-05;3,10E-05;0,000344392;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;0,000238535;0,000235964
cape;3,10E-06;1,39E-06;4,28E-06;1,27E-06;5,69E-05;7,34E-05;0,000173511;2,34E-05;3,64E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
herp;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;5,72E-05;2,62E-06;1,22E-05
plow;5,17E-07;1,39E-06;4,28E-06;2,04E-05;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,88E-05;2,03E-06
itev;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
eden;4,71E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,24E-05
qazi;5,17E-07;1,39E-06;4,28E-06;1,40E-05;1,24E-06;0,000299135;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
vote;1,60E-05;8,37E-06;4,28E-06;1,27E-06;8,79E-05;1,69E-05;2,63E-06;0,001136919;0,000226856;4,02E-06;3,57E-05;9,02E-05;2,62E-06;2,03E-06
jose;5,17E-07;9,90E-05;4,28E-06;1,27E-06;1,36E-05;0,000256805;2,63E-06;0,000492274;0,000902227;4,02E-06;3,57E-05;7,92E-05;2,62E-06;3,25E-05
vida;5,17E-07;1,39E-06;4,28E-06;7,77E-05;1,24E-06;2,82E-06;2,63E-06;0,00010158;1,04E-05;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
alon;0,000339286;0,000175756;4,28E-06;0,00016043;0,000230168;0,000129813;8,15E-05;4,30E-05;0,000148928;4,02E-06;6,31E-05;0,000233246;2,62E-06;0,000124085
zion;2,38E-05;1,39E-06;4,28E-06;1,27E-06;7,42E-06;4,52E-05;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
azer;5,17E-07;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hung;4,45E-05;9,21E-05;4,28E-06;0,0001095;1,36E-05;1,69E-05;2,63E-06;0,00014065;0,000174904;4,02E-06;1,37E-06;2,20E-06;2,62E-06;0,000164768
wine;1,09E-05;1,39E-06;4,28E-06;1,40E-05;7,42E-06;2,82E-06;2,63E-06;0,000179719;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
hull;5,17E-07;5,72E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;1,58E-05;3,91E-06;4,50E-05;2,41E-05;7,00E-05;2,42E-05;2,62E-06;2,03E-06
term;0,000833217;0,000147858;4,28E-06;0,000561504;0,000273479;0,000256805;0,000659866;0,000629017;0,0003221;0,000426645;0,0001592;0,000618323;0,000671044;2,03E-06
hall;3,93E-05;6,42E-05;4,28E-06;1,27E-06;0,000124984;1,69E-05;4,21E-05;0,00043367;0,000841617;4,02E-06;0,000365061;4,62E-05;2,88E-05;2,03E-06
enim;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;8,20E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
cdma;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
goto;5,69E-06;8,37E-06;4,28E-06;7,64E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;4,19E-05;1,22E-05
doso;3,15E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
tumb;5,17E-07;1,39E-06;4,28E-06;1,27E-06;5,07E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
zinc;5,17E-07;1,53E-05;4,28E-06;0,000166796;1,24E-06;2,82E-06;2,63E-06;0,000179719;1,73E-06;4,02E-06;3,57E-05;2,20E-06;2,62E-06;1,22E-05
mbxn;5,17E-07;1,39E-06;0,000410572;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
turn;0,000582373;0,001228894;4,28E-06;0,001255427;0,000787026;0,000270915;0,00044955;0,000375066;0,000486614;0,000346146;0,000104303;6,82E-05;0,000356492;0,000642799
coal;5,17E-07;1,39E-06;4,28E-06;5,22E-05;1,24E-06;0,000101593;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
plcc;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
chun;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,00014065;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;6,31E-05
rule;0,000747878;8,37E-06;4,28E-06;0,000141331;0,000360102;0,000341465;1,58E-05;3,91E-06;0,000919544;0,003465486;1,37E-06;0,00029926;6,82E-05;3,25E-05
kimd;5,17E-07;2,93E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
slay;1,60E-05;1,39E-06;4,28E-06;1,27E-06;2,60E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
afil;5,17E-07;1,39E-06;4,70E-05;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;8,45E-05;1,37E-06;2,20E-06;2,62E-06;2,03E-06
wage;6,78E-05;1,39E-06;4,28E-06;1,27E-06;5,07E-05;2,82E-06;2,63E-06;3,91E-06;7,97E-05;4,02E-06;1,37E-06;2,42E-05;2,62E-06;2,03E-06
pdes;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;2,88E-05;2,20E-06;2,62E-06;2,03E-06
snap;1,60E-05;2,93E-05;4,28E-06;2,04E-05;1,24E-06;1,69E-05;2,89E-05;0,000238323;1,04E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jure;8,28E-06;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
lind;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;2,34E-05;7,10E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
olaf;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;5,50E-05;2,24E-05
hadn;4,19E-05;1,39E-06;4,28E-06;4,58E-05;0,00018067;7,34E-05;2,63E-06;2,34E-05;0,000157587;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
ledg;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
notx;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;0,000124774;1,37E-06;2,20E-06;2,62E-06;2,03E-06
jbis;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;9,46E-05;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
unlv;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000355531;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
arch;5,69E-06;1,39E-06;4,28E-06;3,31E-05;1,24E-06;0,000101593;1,58E-05;2,34E-05;1,73E-06;4,02E-06;1,37E-06;2,20E-06;0,000159897;2,03E-06
hamp;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,00014065;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
suni;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,04E-05;2,41E-05;1,37E-06;2,20E-06;2,62E-06;7,32E-05
dire;3,10E-06;1,39E-06;4,28E-06;7,64E-06;2,60E-05;2,82E-06;2,63E-06;2,34E-05;2,77E-05;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
fusi;5,17E-07;8,37E-06;4,28E-06;0,0001095;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
orig;3,10E-06;1,53E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;8,23E-06;2,20E-06;2,88E-05;2,03E-06
ariv;3,10E-06;1,39E-06;4,28E-06;1,27E-06;6,93E-05;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
msen;5,17E-07;6,42E-05;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;2,20E-06;1,57E-05;2,03E-06
cuba;5,17E-07;8,37E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;4,50E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;1,22E-05
morn;9,36E-05;1,39E-06;4,28E-06;0,000166796;0,000360102;0,000101593;0,00022609;2,34E-05;0,000192221;2,41E-05;1,37E-06;6,82E-05;2,62E-06;7,32E-05
ofit;1,34E-05;1,53E-05;2,57E-05;7,64E-06;1,24E-06;4,52E-05;2,63E-06;3,91E-06;1,90E-05;4,02E-06;1,37E-06;1,32E-05;4,19E-05;2,03E-06
keng;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000160184;1,73E-06;4,02E-06;1,51E-05;2,20E-06;2,62E-06;2,24E-05
urib;1,09E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;2,77E-05;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
bash;3,15E-05;1,39E-06;4,28E-06;2,67E-05;5,07E-05;2,82E-06;2,63E-06;2,34E-05;1,90E-05;4,02E-06;1,37E-06;2,20E-06;6,82E-05;5,29E-05
agcg;5,17E-07;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;0,000121115;1,73E-06;4,02E-06;1,37E-06;2,20E-06;2,62E-06;2,03E-06
tuff;2,90E-05;1,39E-06;4,28E-06;1,27E-06;1,24E-06;2,82E-06;2,63E-06;3,91E-06;1,73E-06;4,02E-06;1,37E-06;1,32E-05;2,62E-06;2,03E-06
