Words;T1_lev1;T2_lev1;T3_lev1;T4_lev1;T5_lev1;T6_lev1;T7_lev1;T8_lev1;T9_lev1;T10_lev1;T1_lev2;T2_lev2;T3_lev2;T4_lev2;T5_lev2;T6_lev2;T7_lev2;T8_lev2;T9_lev2;T10_lev2;T11_lev2;T12_lev2;T13_lev2;T14_lev2;T15_lev2;T16_lev2;T17_lev2;T18_lev2;T19_lev2;T20_lev2;T21_lev2;T22_lev2;T23_lev2;T24_lev2;T25_lev2;T26_lev2;T27_lev2;T28_lev2;T29_lev2;T30_lev2;T32_lev2;T33_lev2;T34_lev2;T35_lev2;T36_lev2;T37_lev2
util;0,000380187;0,000985254;0,000674221;0,000470734;9,43E-05;0,000285129;0,000184075;0,000916879;0,000972094;0,001354646;0,000322703;0,000459641;0;0,000240552;0,001128985;0,001853392;0,001908336;0,000615489;0;8,39E-10;3,00E-05;0;0,000746714;0,003025639;0,000577382;0,000567012;0;0,00018303;0,001059834;3,01E-08;2,30E-14;0,000967831;0,000718898;0,002160464;0,001363215;2,26E-11;0,001352367;0;3,45E-09;0,001268147;0,001167812;0,000276965;1,79E-11;1,78E-07;0,0001337;0
valu;0;0,002339509;0,000121322;0,002491225;0,001206853;0,001377311;0,002181037;0,000112827;0,000524173;0,002218838;2,52E-09;0;3,16E-05;0;0;0;3,58E-11;0;0;3,92E-09;0;0;0;0;0;0;0;0;0;0;0,002245069;0;4,84E-09;0,028028103;0;0;0;0;0;0;3,27E-08;0,001375977;0,000566754;0;0,000590776;8,53E-11
also;0,004341653;0,002494598;0,003226738;0,003155203;0,003109654;0,001861628;0,003231046;0,004219595;0,003087028;0,002759968;0,003339426;0,001944913;0,002879958;0,002099862;0,004370133;0,0020633;0,003360738;0,001565165;0,001752192;0,003189593;0,003542951;0,00242642;0,006676869;0,003039485;0,003378834;0,003147085;0,003650337;0,004837009;0,001318886;0,003598488;0,004356749;0,001109258;0,003215516;0,002320575;0,00141861;0,002759243;0,002136586;0,003349275;0,00333301;0,007831087;0,003289307;0,001814822;0,003080447;0,002837635;0,002315976;0,002659423
basi;0,00020353;0,000248828;0,000397039;0,000394717;0,000244932;7,81E-05;0,000282897;0,000338861;0,000728758;0,000643525;0,000568185;0,000157304;6,27E-05;1,21E-05;3,59E-07;0,000172257;0,000204756;0;5,61E-05;2,17E-08;0,002207923;0,000390171;0,000664863;0,000103324;0,000161575;0,00019868;0,000368317;0,000230249;0,000776645;9,15E-06;6,70E-07;0,000194919;0,000157695;5,20E-05;0,000840622;0,000290816;0;3,73E-05;0;0,001668931;0,000783024;0,000338609;6,54E-05;0,00037418;0,000242516;0
bend;0;0;0;0;0;0;0,000376391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000520861;0,000953267;0;0;0;0;0;0;0;0;4,26E-05;0;0;0;0;7,45E-05
dure;0,002421591;0,002931837;0,00024386;0,001355907;0,002139759;0,002743325;0,002670931;0,000441206;0,001300752;0,000742415;0,000571236;0,001689523;0,000357239;0,000560991;0;0,000216409;9,45E-05;0,001694356;0,002918142;0,000239179;0;0,00642132;0,000429799;0,00185603;0,002245157;3,70E-14;0,000376796;0,001668596;4,71E-09;0,001152771;0,004191466;0,001246822;0,001363813;4,46E-09;0,003111609;0,006723375;0,001251299;0,004273182;0,00012664;0,000880034;0,001016764;0,008030567;0,005922074;0,002729381;0,002407348;0,001498688
lack;0,000615511;0,000455041;0,000659705;1,39E-05;0,000290745;0,000197592;5,14E-05;0,000333394;0,001648383;7,61E-10;0,000181012;0,00034782;0,000132923;0,000133586;0;8,06E-05;0,000219365;0,000165018;0,000690557;1,13E-07;0;0,000397087;0,000289569;0;0,000391205;0,000612078;0,000361114;0,000886165;0,004627397;0,000450457;0,000151244;2,45E-11;0;0;0,000170841;9,24E-10;0,000517454;2,44E-10;1,73E-10;0,001683505;0;0,000440887;0,000524661;1,74E-05;0;0
larg;0,000642528;0,001676122;0,002081435;0,000376381;0,000632285;0,000513858;0,001768729;0,001641125;0,000797459;0,001399446;0,000374313;0,002541238;0,000376981;0,001209246;0,003461377;0,002081681;0,001073878;0,000720869;0,000266912;0,003409593;0,001648495;0,000464874;0,000969254;0,002690839;0,000671874;0,001798959;0,000296397;0,000434686;4,17E-14;0,000302247;0,001634251;0,00038185;0,000676501;0,000962318;0,000773646;0,00067883;0,001334597;2,03E-07;0,000515191;0,002931002;0,000707244;0,001051516;0,000972198;0,000647453;0,000407084;0,002668488
oper;0;0,0006134;0;0;0;0,000167881;0,001130958;0,007960167;0;0,003628508;0;0;0;0;0,010513698;0;0;0;0;0;0;0;0,001129059;0,005986406;0;0;0;0;0;0;0;0,001087892;0,004240603;0;0,02263032;0;0;0;0;0;0,00612945;0;0;0;0;0
oval;0;0;0;0;0;0;4,43E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000169401;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
thin;0;0;0;7,65E-05;4,21E-05;0;0,001024731;0;0;0;0;0,000193976;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000103486;0;0;0;0,000686117;0,003009473;0;0;0;1,39E-05;0;0;0;0;0;0;0;0;0;0,000699964
thus;0,001387527;0,000801717;0,000869408;0,001146111;0,000768364;0,000132137;0,000447701;0,001286549;0,000396926;0,000740811;0,001263905;0,000345261;0,000428711;0,000995385;0,001065943;0,000945328;0,000756533;0;0,000168055;0,000347824;0,000461675;0,000685433;0,001197831;0,000466538;0,000286774;0,000589094;0,00097351;0,001594911;0,000630422;0,00159612;0,000325251;0,000197787;0,000713804;1,77E-06;0,002517739;0,000402905;0,001277984;1,08E-10;0,001072342;0,000596464;0,00068108;0,001051597;0,002147511;0,000566167;0,001213905;0,000596758
tube;0;0;0;0;0;0;0,001955755;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,19E-06;0;0;0;0;0;0;0,005446412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001763667
wall;0;0;0,000154727;0;0;0;0,002765582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000320349;0;0;0;0;0;0;0,003695833;0;0;0;0;0;0,000200658;0;0;0;0;0;0,000201836;0;0;0,005745454
fact;7,44E-05;0,000103625;5,25E-05;6,56E-05;0,000129821;0;8,48E-05;0,000247074;0,000483356;0,0001389;8,93E-05;0;2,05E-05;0,000162025;0,000208029;0,000110701;0,000222714;0;0;2,59E-06;0,000264459;0,000225916;0,000662112;8,43E-05;6,65E-07;0;5,34E-05;3,79E-05;0,000216494;0,000343532;0;6,65E-05;1,45E-06;3,07E-10;0,000105255;1,23E-07;0;0;6,95E-06;0,00136657;0,000201547;0;0,000185851;9,80E-13;2,01E-16;0
veri;0,000146521;0,000685556;0,000419854;0,000682938;6,51E-05;0,000158294;0,000986664;0,000982616;0,001379797;0,000867042;0,000625298;0,000927919;0;0,000465541;0,000698171;0,00120599;0,000361583;0,000115031;0,000111174;0,000662431;0,000567033;0,000231853;0,002214267;5,35E-06;0,001357599;0,000281807;2,29E-05;6,46E-05;5,05E-06;0;0,000726294;0,000983441;0,000176889;0,000803835;0,001817137;0;0;0;0,000408268;0,002846299;0,001299779;0,001590775;0,000118276;0,000312257;0,000256645;0,000771338
book;0;0;0;0;1,17E-14;0;0;1,16E-05;0,00022321;0;0;0;9,33E-05;3,77E-05;5,46E-05;0;0;0;0;0;0;0;0;0;0,000433453;0;4,99E-05;0;4,61E-13;0;0;0;0;0;0;0;0;0;7,77E-05;9,46E-05;0;2,36E-05;0;0;0;0
five;0;0,000672864;0,00047965;0,000432464;0,000686853;0,000774065;7,42E-05;0,000123408;0,000388471;0,000252771;0,000404995;0,000561503;0,000259032;0,000619986;0,000220534;0,000209179;0,00075831;0,001056197;0,000562444;0,00031288;0;0,000558789;0;0,000294861;0,000846823;0,000780552;0,00131584;0;1,30E-07;0;8,41E-05;2,32E-05;0;0,002239861;0;0,00026277;0;0,000346372;0,000146769;1,28E-07;0,000262886;0,000685909;0,000221145;0,000240523;0,000254154;0
four;0,000133715;0,000729388;0,001125602;0,001039736;0,000837734;0,000833296;0,000760745;0,000252135;0,000670796;0,000626741;0,001121219;2,46E-05;0,000603504;0,000365492;0,000273629;0,000738532;0,000586153;0,001686348;0,00067667;0,000821692;0;0,000952608;0,000369068;0,000866235;0,00136013;0,001843296;0,000870839;0,000117457;0,000569201;0,000280964;0,000983142;0,000664764;0,001061432;0,002259516;0;0,000293741;0;0,000319337;1,37E-10;0;0,000548076;0,000815784;0,001050126;0,00074046;0,001425474;0,000300238
hour;7,42E-05;0,000290828;0;0,000519314;2,58E-13;0,000226956;1,67E-05;7,53E-05;0,000117241;5,49E-06;0,000749039;0;0;0;0;0;0,000356779;0,000306578;0,000171941;8,49E-15;2,30E-06;0;0,00010163;0,000801118;0,000366387;0;0;0;0;1,01E-05;0;0;0;0,000293529;1,95E-11;0,000160329;0,000169005;0,00032688;7,98E-14;0;0;0,000193306;0;2,93E-05;0,000196895;4,51E-05
last;0,000419465;0,000421414;0,000177495;0,000147291;7,51E-05;0,000231905;0,000212643;0,000159394;0,001213341;7,96E-05;5,96E-05;0,000414641;4,24E-10;3,14E-06;0;8,58E-10;0,000443896;0;0,000142604;8,79E-07;1,76E-14;0;0;0;0,0005417;0;0;6,69E-13;0;0;0,000306309;0,000256853;0;1,24E-14;4,28E-10;0,000510991;0;0,000628511;1,09E-09;0,004470843;0;0,000512143;0;2,19E-06;0,000370172;0
open;0,000140939;0,000310098;0,000187052;9,18E-05;0,00049018;0,00030552;0,001027334;0,001528875;0,000562261;0,000464235;0;0,000827702;0,000893946;0;0,002110769;0,000173333;4,28E-05;2,86E-10;0,000586584;0,001189562;0,001277486;0,000625259;0,000138543;0;0,000278949;0;0,000703397;1,93E-16;0,000300167;0,000152411;0,000412338;0,001419955;0,00069882;4,69E-06;7,84E-07;0,00029871;1,98E-06;5,38E-08;0,002352167;0,001775675;0,000366222;0;5,86E-14;0;0,00030444;0,002002602
soil;0;0,006031918;0;0;0;0;0,004252174;0;0;0;0;5,20E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,021166839;0;0;0;0;0;0;0;0;0;0;0,018463569;0,003229568;0;0,001215149;0
tilt;0;0;0;0;0;0;0,00015945;5,19E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000523048;0;0;0;0;0;0;0,000236976;0;0;0;0;0;0;0,000122738
angl;0;0;0;0;0;0;0,002019736;0;0;0,000139619;0;0,000328459;0;0;0;0,000198121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,001578128;0,002500963;4,22E-05;0;0;0;0;0;0;0;0,000514944;0;0;0;0;0,00326179
area;0,000478097;0,010090532;3,74E-12;1,55E-08;9,77E-05;0,000803519;0,000900998;0,00149174;0,001838763;0,000529402;0;0,009848127;0;0,000256533;0,001524963;0,00081364;0,009550559;0;0,000637497;0,005595874;0;1,14E-13;0,000616789;0;0,002216516;0;0;0;2,00E-07;0;0,000890613;0,00165759;2,38E-05;8,48E-15;2,92E-12;0,003347583;2,05E-15;7,84E-13;0,002298608;0,003729344;0;0,022750018;0,002764389;0;0;0,000662529
bodi;0,000564752;0,0001504;6,46E-05;0,001614546;0,001577464;0,000838361;0,000387547;0,000121455;0,000563357;5,33E-05;0,002567665;3,08E-07;0;0,001889229;0;0;0,000210913;0,00026375;2,65E-09;9,00E-16;0;0,01056983;0;0;0;0;0,000713762;4,45E-07;0;0;0;4,62E-05;0;8,77E-16;0;2,76E-16;0;0,003638305;6,23E-15;0,001035146;0;0,0001139;0;1,17E-05;0,000544549;0,000640248
carv;0;0;0;0;0;0;5,17E-05;0;0;0;0;0;0;0;0;9,43E-05;0;0;0;0;0;0;0;0;4,00E-05;0;0;0;0;0;2,97E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
fast;0;2,10E-05;0,000163147;0,000851494;0;5,16E-05;8,68E-05;0,000253592;5,17E-15;0,001112242;0,001095776;0;0;0,000111775;0,000831678;0,000813683;0;0;0;4,00E-05;3,99E-05;0;0,000218209;0,000599227;0;7,98E-05;0;0;0;0;0;0,000473582;0,001919236;0,000102695;0,001043666;0;0;0,000472707;0;0;0,000695751;0;0,000627227;2,39E-12;7,22E-09;0,000171574
peer;0;0;0;0;0,001323398;0;6,05E-05;0;0,000232278;0;0;0;0;0;0;0;0;0,002970288;0;0;0;0;0,000356727;0;0,001377275;0;1,98E-10;0;0;0,002429391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
rmit;0;0;0;0;0;0;0,000157796;0;3,64E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00089757;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
snow;0;0,000293275;0;0;0;0;8,45E-05;0;0;0;0;0,001731052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9,97E-05;0;0;0;0
turn;0,000127404;0,000157939;6,02E-05;5,15E-05;0,000531176;4,41E-08;0,000190947;0,000266116;0;0,000497413;6,11E-05;8,74E-05;0,000742283;4,68E-05;0,000158489;2,96E-05;0,000225462;0;0;2,26E-05;0,000209072;0,00071943;0,000226715;7,27E-05;6,82E-05;0;0,000188297;0,000115118;0;0,000988012;5,24E-05;0;0,001066085;1,44E-14;0,000545362;0;0;0,000127896;0,000117737;0,000467874;0,000806223;0,000240494;0;0;3,13E-06;0,000395229
univ;0;0;0;0;1,14E-05;0,000119838;0,000495413;2,84E-07;0,003971869;4,21E-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020367647;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,13E-10
gate;2,61E-05;0;0;0;0;0;7,58E-05;0;0;0,000882611;0;0;0;0;0;0;0;0;0;0;0;0;0,000239438;0;0;0;0;0;0;0;0;0;0,004022329;0;0;0;0;0;0;0;0;0;0;0;0;0
impo;2,05E-15;5,06E-05;0,000133626;0;3,73E-05;8,50E-06;0,00012278;9,26E-05;0;0,000183053;0;0;0;0;0,000102421;0,000125948;7,86E-05;0;3,43E-05;0;0,000197661;0;0,000547525;0;0;5,53E-05;0;0;0;0,000169618;7,15E-05;0;0,000314447;0;9,43E-11;0;7,17E-05;0;0;1,58E-16;0,000198816;0;0,000206376;4,53E-05;0,000228492;0,000181293
oxid;0,000725133;0;0;0,0053503;0;0;0;0;0;0;0,010169274;0;0;0;0;0;0;0;0;0;0;0;0;4,21E-16;0;0;0;0,001196348;0;0;0;0,001160857;0;0;0;0;0;0;0;0;0;0;0;0;0,002346999;0
tcad;0;0;0;0;0;0;0,000243547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000365291;0;0;0;0;0;0;0;0,000710037;0;0;0;0;0;0;0;0;0;0;0;0;0;0
term;0,000945506;0,001539098;4,49E-05;0,000477865;0,000926418;0,001427503;0,001221378;0,00088292;0,001431816;0,001074016;0,000497773;0,000613535;0,000117867;0;0,000395494;0,001024513;0,001137602;0,000862473;0,002901437;0,001475819;0,003045434;1,53E-07;0,001508099;0,002699474;0,000505735;0;0,001673172;0,000429104;0,001312486;0,000828672;0,001711287;1,41E-11;0,0004649;0,000295218;5,81E-05;0,002094669;0;0,001014304;0,0003408;0,003780476;0,000540172;0,001411874;0,00164619;0,000329331;0,000679178;0,000528658
tfet;0;0;0;0;0;0;0,000140224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000642222;0;0;0;0;0;0;0;0;0;0;0;0;0;0
alon;0,000184369;0,000116227;0,000217179;0,000128132;0,000242196;0,000276789;7,42E-05;4,60E-05;5,89E-08;8,68E-05;0;7,12E-05;0;4,76E-05;0;9,57E-05;0,000220853;0,000125451;0,000677083;0;0;0,000763614;0;0,000210424;4,63E-14;0,000305197;0,000122703;0,000104987;0;0,000320104;0,000172283;0;0,000213605;0;0;0,000366869;0,000430024;1,74E-12;0,000182059;0;0;0;0,000194462;0;0,000463844;0
judg;0;0;0;0;0,000861215;2,89E-05;0;0;7,01E-09;0;0;0;0;0;0;0;0;0;0;0;0;7,26E-05;0;0;0;0;0,003497354;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,51E-05;0;0
odor;0;0;0;9,27E-05;0,000122356;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000604127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,97E-05;6,94E-05;0
seem;0,000159776;6,79E-05;0,00020942;0,000349153;0,000426953;0,000346196;5,42E-05;3,60E-05;0,00053368;1,82E-05;0,00042808;1,34E-06;0,000392706;0,000422852;0;0;0;0,000110408;0,000356782;0,000886165;1,00E-09;0,000281057;0;2,52E-08;0,000250222;1,43E-05;0,000520656;4,99E-05;2,11E-08;0,000776441;5,58E-05;0;5,46E-06;1,88E-11;6,86E-08;1,33E-09;0;0,000512348;0,000161098;0,00109886;3,23E-05;2,13E-13;9,30E-05;0,000872729;8,33E-05;8,05E-05
self;0,000500063;4,85E-10;0;4,67E-12;0,006616409;0,0002166;0,00034127;0,000170146;0,000444467;0,000334782;0;0;4,41E-16;0;0;0;0;0,005449279;0;0;0;0;0;0;0;0;0,026524482;0;0;0;0;0;0;0;0;0,001340639;0;0;0;0;0;0;0;0;0;0
cost;0;0,004235594;2,04E-05;8,37E-05;0;0,000226431;0;0,002597431;0,000538174;0,001502276;0;0;0;0;0;3,72E-11;0,008621688;0;1,56E-16;0;0;0;0,001295662;0,007613285;0;0;0;0;7,50E-10;0;0;0;0;0;0,016349064;0;0;0;0;0;0,000666737;0;0,000316107;0;0;0
real;0,000311566;0;2,73E-10;0,000142886;0,000131387;0,000177816;3,58E-16;0,004449785;0,000248753;0,001281511;0;0;0;0;0,005119406;0,002707296;0;0;0,000183442;0;0,001119104;1,54E-13;1,93E-05;0,0004341;0,001545914;0;0,000452137;0,000463933;0;0;0;0;0,001069847;0,001941878;0,000419997;0;0,000195262;4,71E-07;0,009504929;0;0;0;0;5,47E-16;0;0
abil;0,000938173;1,81E-05;0,000481891;0,000890385;0,002024401;0,000152035;0,000133702;0,000528734;0,001451667;0,000398798;0,000698091;0,000218392;0;0,000668571;0,000681057;0,000748318;1,80E-07;8,79E-06;0,000192679;0;0;0,006634214;0,000271157;0,000184013;0,004013403;0,000222545;0,000731787;0,00062599;6,31E-05;0,003111531;8,05E-05;0,000504679;0,000344078;0,000884867;2,22E-05;0,002099574;0,002248053;0;0,000643181;0,000188513;0,000260958;0;0,000605475;0;0,000752246;6,78E-05
face;0;0,000284843;3,01E-06;0;0,004562245;0;0,000377701;0,000311678;0,000522811;2,04E-10;0;0;7,19E-16;0;0;0;1,85E-05;0;0;0;0;0,033049487;0;0;0;0;7,83E-05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mani;0,000918347;0,000548959;0,002443725;0,00019749;0,000158564;6,22E-05;0,000142429;0,001787657;0,003247713;0,001089623;1,57E-08;1,39E-05;0,000210241;0,000567489;0,001654861;0,002711056;0,000360263;4,46E-16;1,27E-13;0,002189472;0,001559628;8,77E-16;0,001219602;0;0,000458864;0,001042119;0;0,000471839;0,001363109;0;0;6,18E-08;7,10E-10;0;0,000613431;7,36E-05;0,001921167;0;0,000745702;0,011372807;0;0,00023728;0,000146443;0;0;0
play;0,002193305;0,000311778;0,00071823;0,000519677;0,002363035;1,94E-05;0,000252389;0,000627264;0,000540608;6,09E-05;0,000544811;1,06E-06;3,08E-13;0,000729605;0;0,000150803;0;0;0;0;0;0,002569286;0;0,000115406;0;0,000406483;0;0,002998;0;0,008140095;0;0;0;0;0;0,000367537;2,69E-12;0,000537539;4,05E-08;0,006323222;0;0,000188201;0,000372461;0;0;0
role;0,006732456;0,000471744;0,001817163;0,000909708;0,002858103;4,07E-05;0,000281762;0,000517809;0,001827238;6,27E-11;0,001141838;0;0,00235302;0,000379613;0;0;0;1,27E-16;0;0;0;0,00290383;0;0;0;0,001023817;0,000757032;0,009872598;4,02E-15;0,006504173;0;0;0;0;0;0,001078255;1,47E-08;0,00194293;0;0,012298482;0;0,000251933;0,000932699;0,000156518;2,61E-05;4,43E-11
asia;0;0,000218522;0,00021248;0;0;0;0;0;6,46E-05;0;0;0,000276848;0;0;0;0;0;0;0;0,001354807;0;0;0;0;0;0,000109362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000121226;0;0;0;0
care;0;0;0;0;0;0,001718765;0;0;0,004082409;0;0;0;0;0;0;0;0;0,002954608;0,00326876;0;0;0;0;0;0;0;0;0;0,012721642;0;0;0;0;0;0;0;0;0;1,29E-07;0;0;0;0;7,50E-13;0;0
caus;0,001677274;0,001435802;0,002693091;0,000857496;0,00039529;0,000830647;0,001068685;0,00044707;0,000194093;0,000604934;0,00095198;0,000449261;5,94E-05;0,007490708;0,00160219;0,000229301;0,000533634;0;0,000181832;0,007210569;0;0,000144015;3,70E-16;0;0;0,00117966;0,000860439;0,00173413;0;0,000608648;0,001404975;3,73E-13;0,001669739;3,09E-11;0;9,93E-13;0,001209844;3,42E-10;0;1,02E-12;0,000923235;0,000949821;0,001821821;0,002540618;0,001718171;0,001760658
even;0,00025954;0,000416775;0,000840593;0,000510763;0,000781126;0,000353157;0,000593639;0,000851305;0,000567251;0,00046925;0,000430046;0,000431813;0,00088982;0,001405668;0,001119307;0,000494384;0,000533715;1,80E-08;0,000151898;0,000108065;0,000473031;0,00026057;0,001228946;0,000543173;0,000524244;0,000461698;0,001226661;4,58E-05;4,55E-11;0,00146465;0,000907246;0,000215459;0,000372896;7,64E-07;0,000825468;4,85E-05;0,000685138;0,000238031;0,000405478;0,001772262;0,000368261;0,000390024;0,000555081;0,000627205;0,000623212;0,000549258
food;4,96E-08;0,000360895;0,000585207;0,002136015;0;0,004509789;0;0;0,000136907;0;0,000233767;0;0;0;0;0;0;0;0;1,07E-14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,03691386;0;0
juli;0;0,000133785;3,92E-05;0;0;0,000149842;0;0;6,11E-05;0;0;0;4,82E-10;4,59E-05;0;0;0;0;0,00032121;0,000361002;0;2,30E-05;0;0;0;0;0;0;6,84E-05;0;0;0;0;0;0;0;0;0;0;4,82E-05;0;0,000455299;0;0,000163987;0;0
life;4,33E-08;0,000649338;0,001087589;0,0001714;0,00068963;0,00211994;8,36E-05;0,000602066;0,002502745;0;0,000477625;0;0;0;0;6,50E-05;0,001635773;0,006823028;0,001161615;0,002680548;0;1,42E-13;0;0,00046755;1,90E-05;0,001072891;0,000328062;0;0,000954137;0,000908829;0,00071816;0;0;0;1,57E-09;3,05E-10;1,19E-05;0;0,00293367;0,003384104;0;0;0;0,001656022;4,95E-05;0
oral;0,000357466;0;0,000126313;0,000603356;0;0,000949754;0;0;0,000233045;0;0,001425078;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000158584;0;0;0,000136643;0;0;0;0,000346831;0;0;0;0;0,000237288;0;0;0;0;0;0;0,007306495;0;0
rare;0;8,56E-05;0,001309304;0;8,34E-05;0,000427143;0;2,93E-05;0,000278883;6,25E-05;0;0;0,000113496;0,002191868;0;0;0;0;0,000236277;0;0;6,98E-09;0;0;0;0,00106981;0,000283732;0;7,62E-10;1,67E-11;0;4,74E-11;0;0;0;0;0,000161319;0;0,00013565;0,000951296;0,000413397;0,000292076;0,000559423;0,000661425;0;0
risk;5,13E-15;0,001599388;0,00039225;0;9,46E-09;0,009646325;0;0,000533101;0,000190727;0;0;0;0;0,009215152;0;0;0;0,006772325;0,005056981;0,024424901;0;0;0;0;0;0,000834957;0;0;0;0;0;0;0;0;0;0,000328223;0;8,81E-10;0;0;0;0;0;0,004307289;0;0
cour;4,48E-05;2,08E-05;0;5,52E-05;0;0,000264986;2,14E-16;0;0,003022839;0;0;0;0;4,06E-05;0;0;0;0;0,000563847;0;0;0;0;0;0,014115937;0;0;0;0;0;0;0;0;0;0;2,65E-08;0;0;0;0;0;0;0;2,32E-08;0;0
flow;0,000293384;0,001147305;0;0;0;0;0,01443236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,002193775;0;0;0;0,05114742
gain;0,0001894;0,000220684;0,0004679;0,000163788;0,000154787;1,58E-10;3,20E-05;0,000270414;0,000680555;0,000995546;7,67E-05;0,000142639;8,64E-14;0;0,000460951;0,000208686;0,000305898;0;2,00E-16;1,61E-15;0,000125063;1,95E-06;0,000203076;0,000497089;0,000474867;0,000469726;3,83E-09;0;0,000526472;0,00067115;9,11E-05;0;0,003361406;0,000195915;4,35E-09;2,94E-05;0;0,000977108;4,66E-09;0,001554727;1,24E-10;0,000256355;0,00029724;0;0;0
give;5,35E-05;6,91E-05;0,000141876;0,000179563;0,000370874;1,79E-06;0,000394769;0,000507752;0,000736021;0,000394158;0,000142454;0,000157365;0;5,36E-05;0,000367647;0,000461888;0;0;0;2,03E-08;0,00098977;6,06E-05;0,000754218;0,000302421;0,000873293;7,86E-05;5,52E-07;3,75E-09;2,80E-09;0,00164536;0,000143231;0,000128344;0,000140895;0,000388048;3,19E-05;0;9,49E-05;0;0,000481333;0,001649843;0,000203521;0;8,46E-14;0;0,000150287;0,000446609
idea;9,01E-05;0;2,32E-05;0;0,000249268;0;3,99E-05;0,000265536;0,000862054;0,000159968;0;0;0,000441579;0;0,000232477;3,59E-05;0;0;0;0;0,000296763;0;0,00044572;1,47E-15;0,001637979;0;0,000776948;0,000112231;0,000579819;1,38E-13;1,50E-10;0;4,75E-05;2,95E-14;0,000490617;0,000117416;1,18E-06;0;0,000156273;0,000643236;0,00018641;0;0;0;0;9,65E-13
lost;6,80E-06;0,000148889;5,55E-05;2,63E-05;7,87E-06;7,17E-05;8,29E-05;3,87E-05;8,30E-05;0;3,57E-06;0;0;9,98E-13;0;0;0,000194121;0;0;0,000118717;0;7,16E-05;0,000122643;4,94E-11;0,000106545;0;0;1,34E-05;0;0;0;0,000341793;0;5,55E-10;0;3,04E-05;0;0,000282966;4,31E-06;0,000156865;0;0,000216699;0,00036258;0;3,67E-13;4,62E-05
wide;0,00034023;0,000404408;0,002184453;0,000878815;0,000259362;0,000128744;0,000923788;0,001265673;0,000500191;0,001249509;0,00101974;0,001410679;0,000434663;1,98E-09;0,001435647;0,001647374;0,000185785;0,00050356;0;9,51E-05;0,000151068;0;0,001420902;0,000314788;1,17E-08;0,003104271;1,60E-10;0,00026992;3,70E-15;0;0,000716394;0,000772414;0,001651839;0,001435537;0,000872336;0;0,00018784;0;0,000217888;0,003567986;0,000983195;0,000644595;0,000499707;0,000137319;0,000536439;0,000956019
band;0;0;0,000117548;0,001392208;0;0;8,58E-05;0;0;0,00061513;0;0,006959704;0;0;0;0;0;0;0;0;0;0;0;0;0;4,52E-08;0;0;0;0;0;0;0,001028387;0;0;0;0;0;0;0;0;0;0;0;0;0
crop;0;0,002295532;0,00030858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000134475;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00914437;0,002447003;0;0;0
cycl;0,000753314;0,001118782;0,000283352;0,000456558;0;2,81E-06;0,00063601;0,0001088;0,000197606;0,000858073;0,000275909;0,001164945;0;0;0;0;0,001347437;0;0;0;0;0;0;0,004354951;0;0,000353953;0;0,001363256;6,75E-07;0;0,00119379;0;0,002636757;0;0,001392193;0;0,000147425;0,00023025;0;0;1,25E-06;8,74E-05;0,000563953;1,17E-08;0,001129965;0
